,cast_female_ratio,crew_female_ratio,directing_female_ratio,writing_female_ratio,bt_score
477,0.3333333333333333,0.06666666666666667,0.0,0.07142857142857142,3.0
478,0.125,0.14285714285714285,0.0,0.0,0.0
479,0.21428571428571427,0.0,0.0,0.0,3.0
480,0.3684210526315789,0.0,0.0,0.0,3.0
481,0.5,0.14285714285714285,0.0,0.25,3.0
482,0.38461538461538464,0.09090909090909091,0.0,0.0,1.0
483,0.5,0.14285714285714285,0.0,0.0,1.0
484,0.6666666666666666,0.0,0.0,0.0,3.0
485,0.1,0.0,0.0,0.0,1.0
486,0.6,0.1111111111111111,0.0,0.25,3.0
488,0.3,0.0,0.0,0.0,3.0
489,0.5714285714285714,0.2,0.0,0.0,3.0
490,0.4666666666666667,0.0,0.0,0.0,3.0
491,0.5263157894736842,0.13043478260869565,0.0,0.5,3.0
492,0.32727272727272727,0.0,0.0,0.0,2.0
493,0.1111111111111111,0.0,0.0,0.0,0.0
494,0.5,0.0,0.0,0.0,3.0
495,0.12280701754385964,0.06060606060606061,0.0,0.0,2.0
496,0.26666666666666666,0.06666666666666667,0.0,0.0,1.0
497,0.25,0.09090909090909091,0.0,0.0,3.0
498,0.5,0.0,0.0,0.0,3.0
499,0.4117647058823529,0.0,0.0,0.0,1.0
500,0.4166666666666667,0.0625,0.0,0.0,1.0
501,0.15384615384615385,0.0,0.0,0.0,1.0
503,0.5333333333333333,0.07142857142857142,0.0,0.0,3.0
504,0.2727272727272727,0.0,0.0,0.0,2.0
505,0.1875,0.14285714285714285,0.0,0.0,3.0
506,0.05555555555555555,0.0,0.0,0.0,1.0
508,0.07142857142857142,0.1111111111111111,0.0,0.0,1.0
509,0.27586206896551724,0.07142857142857142,0.0,0.0,3.0
510,0.25,0.0,0.0,0.0,2.0
511,0.4090909090909091,0.0,0.0,0.0,3.0
512,0.35294117647058826,0.058823529411764705,0.0,0.25,1.0
513,0.0,0.0,0.0,0.0,0.0
514,0.1368421052631579,0.0,0.0,0.0,1.0
515,0.375,0.1111111111111111,0.0,0.0,3.0
